,ano,mes,estado,numero,encontro
607,2006,Julho,Amapa,0,1/1/2006
608,2007,Julho,Amapa,0,1/1/2007
609,2008,Julho,Amapa,0,1/1/2008
610,2009,Julho,Amapa,4,1/1/2009
611,2010,Julho,Amapa,2,1/1/2010
612,2011,Julho,Amapa,5,1/1/2011
613,2012,Julho,Amapa,3,1/1/2012
614,2013,Julho,Amapa,,1/1/2013
615,2014,Julho,Amapa,4,1/1/2014
616,2015,Julho,Amapa,5,1/1/2015
617,2016,Julho,Amapa,1,1/1/2016
618,2017,Julho,Amapa,3,1/1/2017
619,1998,Agosto,Amapa,1,1/1/1998
620,1999,Agosto,Amapa,0,1/1/1999
621,2000,Agosto,Amapa,3,1/1/2000
622,2001,Agosto,Amapa,12,1/1/2001
623,2002,Agosto,Amapa,18,1/1/2002
624,2003,Agosto,Amapa,14,1/1/2003
625,2004,Agosto,Amapa,9,1/1/2004
626,2005,Agosto,Amapa,4,1/1/2005
627,2006,Agosto,Amapa,11,1/1/2006
628,2007,Agosto,Amapa,5,1/1/2007
629,2008,Agosto,Amapa,4,1/1/2008
630,2009,Agosto,Amapa,20,1/1/2009
631,2010,Agosto,Amapa,1,1/1/2010
632,2011,Agosto,Amapa,16,1/1/2011
633,2012,Agosto,Amapa,19,1/1/2012
634,2013,Agosto,Amapa,9,1/1/2013
635,2014,Agosto,Amapa,18,1/1/2014
636,2015,Agosto,Amapa,40,1/1/2015
637,2016,Agosto,Amapa,37,1/1/2016
638,2017,Agosto,Amapa,33,1/1/2017
639,1998,Setembro,Amapa,20,1/1/1998
640,1999,Setembro,Amapa,4,1/1/1999
641,2000,Setembro,Amapa,19,1/1/2000
642,2001,Setembro,Amapa,,1/1/2001
643,2002,Setembro,Amapa,73,1/1/2002
644,2003,Setembro,Amapa,88,1/1/2003
645,2004,Setembro,Amapa,67,1/1/2004
646,2005,Setembro,Amapa,97,1/1/2005
647,2006,Setembro,Amapa,112,1/1/2006
648,2007,Setembro,Amapa,61,1/1/2007
649,2008,Setembro,Amapa,83,1/1/2008
650,2009,Setembro,Amapa,,1/1/2009
651,2010,Setembro,Amapa,63,1/1/2010
652,2011,Setembro,Amapa,128,1/1/2011
653,2012,Setembro,Amapa,168,1/1/2012
654,2013,Setembro,Amapa,85,1/1/2013
655,2014,Setembro,Amapa,137,1/1/2014
656,2015,Setembro,Amapa,192,1/1/2015
657,2016,Setembro,Amapa,142,1/1/2016
658,2017,Setembro,Amapa,95,1/1/2017
659,1998,Outubro,Amapa,42,1/1/1998
660,1999,Outubro,Amapa,25,1/1/1999
661,2000,Outubro,Amapa,42,1/1/2000
662,2001,Outubro,Amapa,,1/1/2001
663,2002,Outubro,Amapa,557,1/1/2002
664,2003,Outubro,Amapa,355,1/1/2003
665,2004,Outubro,Amapa,412,1/1/2004
666,2005,Outubro,Amapa,335,1/1/2005
667,2006,Outubro,Amapa,405,1/1/2006
668,2007,Outubro,Amapa,162,1/1/2007
669,2008,Outubro,Amapa,395,1/1/2008
670,2009,Outubro,Amapa,765,1/1/2009
671,2010,Outubro,Amapa,265,1/1/2010
672,2011,Outubro,Amapa,304,1/1/2011
673,2012,Outubro,Amapa,475,1/1/2012
674,2013,Outubro,Amapa,385,1/1/2013
675,2014,Outubro,Amapa,480,1/1/2014
676,2015,Outubro,Amapa,827,1/1/2015
677,2016,Outubro,Amapa,793,1/1/2016
678,2017,Outubro,Amapa,,1/1/2017
679,1998,Novembro,Amapa,131,1/1/1998
680,1999,Novembro,Amapa,26,1/1/1999
681,2000,Novembro,Amapa,157,1/1/2000
682,2001,Novembro,Amapa,406,1/1/2001
683,2002,Novembro,Amapa,1.096,1/1/2002
684,2003,Novembro,Amapa,750,1/1/2003
685,2004,Novembro,Amapa,949,1/1/2004
686,2005,Novembro,Amapa,685,1/1/2005
687,2006,Novembro,Amapa,207,1/1/2006
688,2007,Novembro,Amapa,198,1/1/2007
689,2008,Novembro,Amapa,266,1/1/2008
690,2009,Novembro,Amapa,1.019,1/1/2009
691,2010,Novembro,Amapa,339,1/1/2010
692,2011,Novembro,Amapa,282,1/1/2011
693,2012,Novembro,Amapa,969,1/1/2012
694,2013,Novembro,Amapa,341,1/1/2013
695,2014,Novembro,Amapa,484,1/1/2014
696,2015,Novembro,Amapa,1.3,1/1/2015
697,2016,Novembro,Amapa,1.161,1/1/2016
698,2017,Novembro,Amapa,858,1/1/2017
699,1998,Dezembro,Amapa,84,1/1/1998
700,1999,Dezembro,Amapa,41,1/1/1999
701,2000,Dezembro,Amapa,30,1/1/2000
702,2001,Dezembro,Amapa,593,1/1/2001
703,2002,Dezembro,Amapa,200,1/1/2002
704,2003,Dezembro,Amapa,411,1/1/2003
705,2004,Dezembro,Amapa,,1/1/2004
706,2005,Dezembro,Amapa,38,1/1/2005
707,2006,Dezembro,Amapa,74,1/1/2006
708,2007,Dezembro,Amapa,14,1/1/2007
709,2008,Dezembro,Amapa,32,1/1/2008
710,2009,Dezembro,Amapa,123,1/1/2009
711,2010,Dezembro,Amapa,43,1/1/2010
712,2011,Dezembro,Amapa,360,1/1/2011
713,2012,Dezembro,Amapa,422,1/1/2012
714,2013,Dezembro,Amapa,148,1/1/2013
715,2014,Dezembro,Amapa,354,1/1/2014
716,2015,Dezembro,Amapa,269,1/1/2015
717,2016,Dezembro,Amapa,491,1/1/2016
718,1998,Janeiro,Amazonas,0,1/1/1998
719,1999,Janeiro,Amazonas,3,1/1/1999
720,2000,Janeiro,Amazonas,7,1/1/2000
721,2001,Janeiro,Amazonas,3,1/1/2001
722,2002,Janeiro,Amazonas,17,1/1/2002
723,2003,Janeiro,Amazonas,158,1/1/2003
724,2004,Janeiro,Amazonas,123,1/1/2004
725,2005,Janeiro,Amazonas,44,1/1/2005
726,2006,Janeiro,Amazonas,20,1/1/2006
727,2007,Janeiro,Amazonas,37,1/1/2007
728,2008,Janeiro,Amazonas,16,1/1/2008
729,2009,Janeiro,Amazonas,9,1/1/2009
730,2010,Janeiro,Amazonas,82,1/1/2010
731,2011,Janeiro,Amazonas,53,1/1/2011
732,2012,Janeiro,Amazonas,6,1/1/2012
733,2013,Janeiro,Amazonas,37,1/1/2013
734,2014,Janeiro,Amazonas,46,1/1/2014
735,2015,Janeiro,Amazonas,35,1/1/2015
736,2016,Janeiro,Amazonas,770,1/1/2016
737,2017,Janeiro,Amazonas,65,1/1/2017
738,1998,Fevereiro,Amazonas,0,1/1/1998
739,1999,Fevereiro,Amazonas,43,1/1/1999
740,2000,Fevereiro,Amazonas,62,1/1/2000
741,2001,Fevereiro,Amazonas,8,1/1/2001
742,2002,Fevereiro,Amazonas,2,1/1/2002
743,2003,Fevereiro,Amazonas,62,1/1/2003
744,2004,Fevereiro,Amazonas,92,1/1/2004
745,2005,Fevereiro,Amazonas,6,1/1/2005
746,2006,Fevereiro,Amazonas,10,1/1/2006
747,2007,Fevereiro,Amazonas,92,1/1/2007
748,2008,Fevereiro,Amazonas,32,1/1/2008
749,2009,Fevereiro,Amazonas,3,1/1/2009
750,2010,Fevereiro,Amazonas,81,1/1/2010
751,2011,Fevereiro,Amazonas,30,1/1/2011
752,2012,Fevereiro,Amazonas,25,1/1/2012
753,2013,Fevereiro,Amazonas,16,1/1/2013
754,2014,Fevereiro,Amazonas,49,1/1/2014
755,2015,Fevereiro,Amazonas,107,1/1/2015
756,2016,Fevereiro,Amazonas,275,1/1/2016
757,2017,Fevereiro,Amazonas,52,1/1/2017
758,1998,Março,Amazonas,0,1/1/1998
759,1999,Março,Amazonas,7,1/1/1999
760,2000,Março,Amazonas,69,1/1/2000
761,2001,Março,Amazonas,6,1/1/2001
762,2002,Março,Amazonas,5,1/1/2002
763,2003,Março,Amazonas,64,1/1/2003
764,2004,Março,Amazonas,6,1/1/2004
765,2005,Março,Amazonas,12,1/1/2005
766,2006,Março,Amazonas,20,1/1/2006
767,2007,Março,Amazonas,6,1/1/2007
768,2008,Março,Amazonas,,1/1/2008
769,2009,Março,Amazonas,11,1/1/2009
770,2010,Março,Amazonas,116,1/1/2010
771,2011,Março,Amazonas,,1/1/2011
772,2012,Março,Amazonas,17,1/1/2012
773,2013,Março,Amazonas,49,1/1/2013
774,2014,Março,Amazonas,50,1/1/2014
775,2015,Março,Amazonas,46,1/1/2015
776,2016,Março,Amazonas,140,1/1/2016
777,2017,Março,Amazonas,45,1/1/2017
778,1998,Abril,Amazonas,0,1/1/1998
779,1999,Abril,Amazonas,2,1/1/1999
780,2000,Abril,Amazonas,18,1/1/2000
781,2001,Abril,Amazonas,1,1/1/2001
782,2002,Abril,Amazonas,2,1/1/2002
783,2003,Abril,Amazonas,11,1/1/2003
784,2004,Abril,Amazonas,4,1/1/2004
785,2005,Abril,Amazonas,5,1/1/2005
786,2006,Abril,Amazonas,5,1/1/2006
787,2007,Abril,Amazonas,0,1/1/2007
788,2008,Abril,Amazonas,13,1/1/2008
789,2009,Abril,Amazonas,1,1/1/2009
790,2010,Abril,Amazonas,11,1/1/2010
791,2011,Abril,Amazonas,,1/1/2011
792,2012,Abril,Amazonas,3,1/1/2012
793,2013,Abril,Amazonas,,1/1/2013
794,2014,Abril,Amazonas,25,1/1/2014
795,2015,Abril,Amazonas,24,1/1/2015
796,2016,Abril,Amazonas,22,1/1/2016
797,2017,Abril,Amazonas,20,1/1/2017
798,1998,Maio,Amazonas,0,1/1/1998
799,1999,Maio,Amazonas,0,1/1/1999
800,2000,Maio,Amazonas,51,1/1/2000
801,2001,Maio,Amazonas,0,1/1/2001
802,2002,Maio,Amazonas,8,1/1/2002
803,2003,Maio,Amazonas,2,1/1/2003
804,2004,Maio,Amazonas,0,1/1/2004
805,2005,Maio,Amazonas,8,1/1/2005
806,2006,Maio,Amazonas,4,1/1/2006
807,2007,Maio,Amazonas,0,1/1/2007
808,2008,Maio,Amazonas,1,1/1/2008
809,2009,Maio,Amazonas,3,1/1/2009
810,2010,Maio,Amazonas,13,1/1/2010
811,2011,Maio,Amazonas,6,1/1/2011
812,2012,Maio,Amazonas,12,1/1/2012
813,2013,Maio,Amazonas,19,1/1/2013
814,2014,Maio,Amazonas,12,1/1/2014
815,2015,Maio,Amazonas,10,1/1/2015
816,2016,Maio,Amazonas,30,1/1/2016
817,2017,Maio,Amazonas,40,1/1/2017
818,1998,Junho,Amazonas,2,1/1/1998
819,1999,Junho,Amazonas,7,1/1/1999
820,2000,Junho,Amazonas,6,1/1/2000
821,2001,Junho,Amazonas,5,1/1/2001
822,2002,Junho,Amazonas,5,1/1/2002
823,2003,Junho,Amazonas,3,1/1/2003
824,2004,Junho,Amazonas,12,1/1/2004
825,2005,Junho,Amazonas,78,1/1/2005
826,2006,Junho,Amazonas,9,1/1/2006
827,2007,Junho,Amazonas,23,1/1/2007
828,2008,Junho,Amazonas,7,1/1/2008
829,2009,Junho,Amazonas,13,1/1/2009
830,2010,Junho,Amazonas,9,1/1/2010
831,2011,Junho,Amazonas,22,1/1/2011
832,2012,Junho,Amazonas,45,1/1/2012
833,2013,Junho,Amazonas,56,1/1/2013
834,2014,Junho,Amazonas,74,1/1/2014
835,2015,Junho,Amazonas,33,1/1/2015
836,2016,Junho,Amazonas,90,1/1/2016
837,2017,Junho,Amazonas,119,1/1/2017
838,1998,Julho,Amazonas,71,1/1/1998
839,1999,Julho,Amazonas,11,1/1/1999
840,2000,Julho,Amazonas,39,1/1/2000
841,2001,Julho,Amazonas,9,1/1/2001
842,2002,Julho,Amazonas,146,1/1/2002
843,2003,Julho,Amazonas,180,1/1/2003
844,2004,Julho,Amazonas,177,1/1/2004
845,2005,Julho,Amazonas,676,1/1/2005
846,2006,Julho,Amazonas,123,1/1/2006
847,2007,Julho,Amazonas,116,1/1/2007
848,2008,Julho,Amazonas,108,1/1/2008
849,2009,Julho,Amazonas,199,1/1/2009
850,2010,Julho,Amazonas,640,1/1/2010
851,2011,Julho,Amazonas,271,1/1/2011
852,2012,Julho,Amazonas,234,1/1/2012
853,2013,Julho,Amazonas,248,1/1/2013
854,2014,Julho,Amazonas,202,1/1/2014
855,2015,Julho,Amazonas,356,1/1/2015
856,2016,Julho,Amazonas,1.137,1/1/2016
857,2017,Julho,Amazonas,1.975,1/1/2017
858,1998,Agosto,Amazonas,321,1/1/1998
859,1999,Agosto,Amazonas,259,1/1/1999
860,2000,Agosto,Amazonas,180,1/1/2000
861,2001,Agosto,Amazonas,501,1/1/2001
862,2002,Agosto,Amazonas,741,1/1/2002
863,2003,Agosto,Amazonas,1.867,1/1/2003
864,2004,Agosto,Amazonas,1.207,1/1/2004
865,2005,Agosto,Amazonas,2.316,1/1/2005
866,2006,Agosto,Amazonas,1.422,1/1/2006
867,2007,Agosto,Amazonas,2.241,1/1/2007
868,2008,Agosto,Amazonas,861,1/1/2008
869,2009,Agosto,Amazonas,1.321,1/1/2009
870,2010,Agosto,Amazonas,3.727,1/1/2010
871,2011,Agosto,Amazonas,1.243,1/1/2011
872,2012,Agosto,Amazonas,3.011,1/1/2012
873,2013,Agosto,Amazonas,1.276,1/1/2013
874,2014,Agosto,Amazonas,3.852,1/1/2014
875,2015,Agosto,Amazonas,4.564,1/1/2015
876,2016,Agosto,Amazonas,3.611,1/1/2016
877,2017,Agosto,Amazonas,6.316,1/1/2017
878,1998,Setembro,Amazonas,267,1/1/1998
879,1999,Setembro,Amazonas,216,1/1/1999
880,2000,Setembro,Amazonas,189,1/1/2000
881,2001,Setembro,Amazonas,166,1/1/2001
882,2002,Setembro,Amazonas,928,1/1/2002
883,2003,Setembro,Amazonas,1.401,1/1/2003
884,2004,Setembro,Amazonas,911,1/1/2004
885,2005,Setembro,Amazonas,2.812,1/1/2005
886,2006,Setembro,Amazonas,2.218,1/1/2006
887,2007,Setembro,Amazonas,1.36,1/1/2007
888,2008,Setembro,Amazonas,998,1/1/2008
889,2009,Setembro,Amazonas,3.091,1/1/2009
890,2010,Setembro,Amazonas,2.781,1/1/2010
891,2011,Setembro,Amazonas,1.295,1/1/2011
892,2012,Setembro,Amazonas,2.392,1/1/2012
893,2013,Setembro,Amazonas,1.739,1/1/2013
894,2014,Setembro,Amazonas,3.057,1/1/2014
895,2015,Setembro,Amazonas,5.882,1/1/2015
896,2016,Setembro,Amazonas,3.119,1/1/2016
897,2017,Setembro,Amazonas,4.033,1/1/2017
898,1998,Outubro,Amazonas,83,1/1/1998
899,1999,Outubro,Amazonas,479,1/1/1999
900,2000,Outubro,Amazonas,145,1/1/2000
901,2001,Outubro,Amazonas,332,1/1/2001
902,2002,Outubro,Amazonas,695,1/1/2002
903,2003,Outubro,Amazonas,725,1/1/2003
904,2004,Outubro,Amazonas,710,1/1/2004
905,2005,Outubro,Amazonas,545,1/1/2005
906,2006,Outubro,Amazonas,721,1/1/2006
907,2007,Outubro,Amazonas,215,1/1/2007
908,2008,Outubro,Amazonas,632,1/1/2008
909,2009,Outubro,Amazonas,2.189,1/1/2009
910,2010,Outubro,Amazonas,889,1/1/2010
911,2011,Outubro,Amazonas,694,1/1/2011
912,2012,Outubro,Amazonas,1.238,1/1/2012
913,2013,Outubro,Amazonas,1.202,1/1/2013
914,2014,Outubro,Amazonas,952,1/1/2014
915,2015,Outubro,Amazonas,2.494,1/1/2015
916,2016,Outubro,Amazonas,2.105,1/1/2016
917,2017,Outubro,Amazonas,1.581,1/1/2017
918,1998,Novembro,Amazonas,6,1/1/1998
919,1999,Novembro,Amazonas,32,1/1/1999
920,2000,Novembro,Amazonas,27,1/1/2000
921,2001,Novembro,Amazonas,244,1/1/2001
922,2002,Novembro,Amazonas,259,1/1/2002
923,2003,Novembro,Amazonas,169,1/1/2003
924,2004,Novembro,Amazonas,209,1/1/2004
925,2005,Novembro,Amazonas,261,1/1/2005
926,2006,Novembro,Amazonas,59,1/1/2006
927,2007,Novembro,Amazonas,90,1/1/2007
928,2008,Novembro,Amazonas,39,1/1/2008
929,2009,Novembro,Amazonas,973,1/1/2009
930,2010,Novembro,Amazonas,354,1/1/2010
931,2011,Novembro,Amazonas,399,1/1/2011
932,2012,Novembro,Amazonas,682,1/1/2012
933,2013,Novembro,Amazonas,220,1/1/2013
934,2014,Novembro,Amazonas,,1/1/2014
935,2015,Novembro,Amazonas,1.054,1/1/2015
936,2016,Novembro,Amazonas,591,1/1/2016
937,2017,Novembro,Amazonas,552,1/1/2017
938,1998,Dezembro,Amazonas,196,1/1/1998
939,1999,Dezembro,Amazonas,2,1/1/1999
940,2000,Dezembro,Amazonas,60,1/1/2000
941,2001,Dezembro,Amazonas,22,1/1/2001
942,2002,Dezembro,Amazonas,44,1/1/2002
943,2003,Dezembro,Amazonas,147,1/1/2003
944,2004,Dezembro,Amazonas,53,1/1/2004
945,2005,Dezembro,Amazonas,17,1/1/2005
946,2006,Dezembro,Amazonas,23,1/1/2006
947,2007,Dezembro,Amazonas,7,1/1/2007
948,2008,Dezembro,Amazonas,0,1/1/2008
949,2009,Dezembro,Amazonas,102,1/1/2009
950,2010,Dezembro,Amazonas,123,1/1/2010
951,2011,Dezembro,Amazonas,121,1/1/2011
952,2012,Dezembro,Amazonas,80,1/1/2012
953,2013,Dezembro,Amazonas,236,1/1/2013
954,2014,Dezembro,Amazonas,293,1/1/2014
955,2015,Dezembro,Amazonas,565,1/1/2015
956,2016,Dezembro,Amazonas,133,1/1/2016
957,1998,Janeiro,Bahia,0,1/1/1998
958,1999,Janeiro,Bahia,114,1/1/1999
959,2000,Janeiro,Bahia,31,1/1/2000
960,2001,Janeiro,Bahia,24,1/1/2001
961,2002,Janeiro,Bahia,125,1/1/2002
962,2003,Janeiro,Bahia,439,1/1/2003
963,2004,Janeiro,Bahia,158,1/1/2004
964,2005,Janeiro,Bahia,303,1/1/2005
965,2006,Janeiro,Bahia,225,1/1/2006
966,2007,Janeiro,Bahia,373,1/1/2007
967,2008,Janeiro,Bahia,314,1/1/2008
968,2009,Janeiro,Bahia,177,1/1/2009
969,2010,Janeiro,Bahia,297,1/1/2010
970,2011,Janeiro,Bahia,101,1/1/2011
971,2012,Janeiro,Bahia,179,1/1/2012
972,2013,Janeiro,Bahia,125,1/1/2013
973,2014,Janeiro,Bahia,132,1/1/2014
974,2015,Janeiro,Bahia,256,1/1/2015
975,2016,Janeiro,Bahia,285,1/1/2016
976,2017,Janeiro,Bahia,154,1/1/2017
977,1998,Fevereiro,Bahia,0,1/1/1998
978,1999,Fevereiro,Bahia,157,1/1/1999
979,2000,Fevereiro,Bahia,32,1/1/2000
980,2001,Fevereiro,Bahia,101,1/1/2001
981,2002,Fevereiro,Bahia,204,1/1/2002
982,2003,Fevereiro,Bahia,223,1/1/2003
983,2004,Fevereiro,Bahia,122,1/1/2004
984,2005,Fevereiro,Bahia,143,1/1/2005
985,2006,Fevereiro,Bahia,277,1/1/2006
986,2007,Fevereiro,Bahia,113,1/1/2007
987,2008,Fevereiro,Bahia,235,1/1/2008
988,2009,Fevereiro,Bahia,117,1/1/2009
989,2010,Fevereiro,Bahia,206,1/1/2010
990,2011,Fevereiro,Bahia,156,1/1/2011
991,2012,Fevereiro,Bahia,200,1/1/2012
992,2013,Fevereiro,Bahia,231,1/1/2013
993,2014,Fevereiro,Bahia,107,1/1/2014
994,2015,Fevereiro,Bahia,143,1/1/2015
995,2016,Fevereiro,Bahia,418,1/1/2016
996,2017,Fevereiro,Bahia,100,1/1/2017
997,1998,Março,Bahia,0,1/1/1998
998,1999,Março,Bahia,83,1/1/1999
999,2000,Março,Bahia,65,1/1/2000
1000,2001,Março,Bahia,4,1/1/2001
1001,2002,Março,Bahia,146,1/1/2002
1002,2003,Março,Bahia,274,1/1/2003
1003,2004,Março,Bahia,115,1/1/2004
1004,2005,Março,Bahia,158,1/1/2005
1005,2006,Março,Bahia,199,1/1/2006
1006,2007,Março,Bahia,141,1/1/2007
1007,2008,Março,Bahia,135,1/1/2008
1008,2009,Março,Bahia,249,1/1/2009
1009,2010,Março,Bahia,156,1/1/2010
1010,2011,Março,Bahia,90,1/1/2011
1011,2012,Março,Bahia,404,1/1/2012
1012,2013,Março,Bahia,363,1/1/2013
1013,2014,Março,Bahia,148,1/1/2014
1014,2015,Março,Bahia,229,1/1/2015
1015,2016,Março,Bahia,281,1/1/2016
1016,2017,Março,Bahia,163,1/1/2017
1017,1998,Abril,Bahia,0,1/1/1998
1018,1999,Abril,Bahia,55,1/1/1999
1019,2000,Abril,Bahia,23,1/1/2000
1020,2001,Abril,Bahia,26,1/1/2001
1021,2002,Abril,Bahia,110,1/1/2002
1022,2003,Abril,Bahia,376,1/1/2003
1023,2004,Abril,Bahia,89,1/1/2004
1024,2005,Abril,Bahia,76,1/1/2005
1025,2006,Abril,Bahia,60,1/1/2006
1026,2007,Abril,Bahia,64,1/1/2007
1027,2008,Abril,Bahia,151,1/1/2008
1028,2009,Abril,Bahia,40,1/1/2009
1029,2010,Abril,Bahia,103,1/1/2010
1030,2011,Abril,Bahia,149,1/1/2011
1031,2012,Abril,Bahia,396,1/1/2012
1032,2013,Abril,Bahia,108,1/1/2013
1033,2014,Abril,Bahia,183,1/1/2014
1034,2015,Abril,Bahia,190,1/1/2015
1035,2016,Abril,Bahia,,1/1/2016
1036,2017,Abril,Bahia,94,1/1/2017
1037,1998,Maio,Bahia,0,1/1/1998
1038,1999,Maio,Bahia,76,1/1/1999
1039,2000,Maio,Bahia,71,1/1/2000
1040,2001,Maio,Bahia,,1/1/2001
1041,2002,Maio,Bahia,166,1/1/2002
1042,2003,Maio,Bahia,106,1/1/2003
1043,2004,Maio,Bahia,124,1/1/2004
1044,2005,Maio,Bahia,120,1/1/2005
1045,2006,Maio,Bahia,43,1/1/2006
1046,2007,Maio,Bahia,161,1/1/2007
1047,2008,Maio,Bahia,56,1/1/2008
1048,2009,Maio,Bahia,34,1/1/2009
1049,2010,Maio,Bahia,198,1/1/2010
1050,2011,Maio,Bahia,189,1/1/2011
1051,2012,Maio,Bahia,326,1/1/2012
1052,2013,Maio,Bahia,141,1/1/2013
1053,2014,Maio,Bahia,224,1/1/2014
1054,2015,Maio,Bahia,144,1/1/2015
1055,2016,Maio,Bahia,259,1/1/2016
1056,2017,Maio,Bahia,121,1/1/2017
1057,1998,Junho,Bahia,55,1/1/1998
1058,1999,Junho,Bahia,64,1/1/1999
1059,2000,Junho,Bahia,178,1/1/2000
1060,2001,Junho,Bahia,98,1/1/2001
1061,2002,Junho,Bahia,118,1/1/2002
1062,2003,Junho,Bahia,140,1/1/2003
1063,2004,Junho,Bahia,289,1/1/2004
1064,2005,Junho,Bahia,211,1/1/2005
1065,2006,Junho,Bahia,68,1/1/2006
1066,2007,Junho,Bahia,270,1/1/2007
1067,2008,Junho,Bahia,72,1/1/2008
1068,2009,Junho,Bahia,92,1/1/2009
1069,2010,Junho,Bahia,192,1/1/2010
1070,2011,Junho,Bahia,345,1/1/2011
1071,2012,Junho,Bahia,385,1/1/2012
1072,2013,Junho,Bahia,208,1/1/2013
1073,2014,Junho,Bahia,243,1/1/2014
1074,2015,Junho,Bahia,242,1/1/2015
1075,2016,Junho,Bahia,416,1/1/2016
1076,2017,Junho,Bahia,329,1/1/2017
1077,1998,Julho,Bahia,219,1/1/1998
1078,1999,Julho,Bahia,107,1/1/1999
1079,2000,Julho,Bahia,202,1/1/2000
1080,2001,Julho,Bahia,248,1/1/2001
1081,2002,Julho,Bahia,,1/1/2002
1082,2003,Julho,Bahia,261,1/1/2003
1083,2004,Julho,Bahia,310,1/1/2004
1084,2005,Julho,Bahia,269,1/1/2005
1085,2006,Julho,Bahia,229,1/1/2006
1086,2007,Julho,Bahia,811,1/1/2007
1087,2008,Julho,Bahia,271,1/1/2008
1088,2009,Julho,Bahia,321,1/1/2009
1089,2010,Julho,Bahia,519,1/1/2010
1090,2011,Julho,Bahia,578,1/1/2011
1091,2012,Julho,Bahia,906,1/1/2012
1092,2013,Julho,Bahia,362,1/1/2013
1093,2014,Julho,Bahia,249,1/1/2014
1094,2015,Julho,Bahia,,1/1/2015
1095,2016,Julho,Bahia,345,1/1/2016
1096,2017,Julho,Bahia,300,1/1/2017
1097,1998,Agosto,Bahia,815,1/1/1998
1098,1999,Agosto,Bahia,453,1/1/1999
1099,2000,Agosto,Bahia,633,1/1/2000
1100,2001,Agosto,Bahia,979,1/1/2001
1101,2002,Agosto,Bahia,1.827,1/1/2002
1102,2003,Agosto,Bahia,1.039,1/1/2003
1103,2004,Agosto,Bahia,1.43,1/1/2004
1104,2005,Agosto,Bahia,948,1/1/2005
1105,2006,Agosto,Bahia,995,1/1/2006
1106,2007,Agosto,Bahia,3.734,1/1/2007
1107,2008,Agosto,Bahia,611,1/1/2008
1108,2009,Agosto,Bahia,439,1/1/2009
1109,2010,Agosto,Bahia,2.423,1/1/2010
1110,2011,Agosto,Bahia,1.795,1/1/2011
1111,2012,Agosto,Bahia,1.835,1/1/2012
1112,2013,Agosto,Bahia,610,1/1/2013
1113,2014,Agosto,Bahia,674,1/1/2014
1114,2015,Agosto,Bahia,829,1/1/2015
1115,2016,Agosto,Bahia,724,1/1/2016
1116,2017,Agosto,Bahia,1.018,1/1/2017
1117,1998,Setembro,Bahia,2.718,1/1/1998
1118,1999,Setembro,Bahia,,1/1/1999
1119,2000,Setembro,Bahia,2.285,1/1/2000
1120,2001,Setembro,Bahia,3.964,1/1/2001
1121,2002,Setembro,Bahia,6.439,1/1/2002
1122,2003,Setembro,Bahia,8.847,1/1/2003
1123,2004,Setembro,Bahia,6.433,1/1/2004
1124,2005,Setembro,Bahia,4.066,1/1/2005
1125,2006,Setembro,Bahia,3.006,1/1/2006
1126,2007,Setembro,Bahia,7.438,1/1/2007
1127,2008,Setembro,Bahia,4.837,1/1/2008
1128,2009,Setembro,Bahia,3.61,1/1/2009
1129,2010,Setembro,Bahia,5.323,1/1/2010
1130,2011,Setembro,Bahia,7.086,1/1/2011
1131,2012,Setembro,Bahia,7.495,1/1/2012
1132,2013,Setembro,Bahia,2.681,1/1/2013
1133,2014,Setembro,Bahia,2.604,1/1/2014
1134,2015,Setembro,Bahia,7.956,1/1/2015
1135,2016,Setembro,Bahia,1.819,1/1/2016
1136,2017,Setembro,Bahia,1.791,1/1/2017
1137,1998,Outubro,Bahia,1.969,1/1/1998
1138,1999,Outubro,Bahia,1.307,1/1/1999
1139,2000,Outubro,Bahia,3.35,1/1/2000
1140,2001,Outubro,Bahia,1.687,1/1/2001
1141,2002,Outubro,Bahia,5.414,1/1/2002
1142,2003,Outubro,Bahia,4.264,1/1/2003
1143,2004,Outubro,Bahia,4.81,1/1/2004
1144,2005,Outubro,Bahia,8.405,1/1/2005
1145,2006,Outubro,Bahia,2.079,1/1/2006
1146,2007,Outubro,Bahia,4.981,1/1/2007
1147,2008,Outubro,Bahia,7.691,1/1/2008
1148,2009,Outubro,Bahia,2.552,1/1/2009
1149,2010,Outubro,Bahia,5.264,1/1/2010
1150,2011,Outubro,Bahia,2.166,1/1/2011
1151,2012,Outubro,Bahia,4.607,1/1/2012
1152,2013,Outubro,Bahia,1.969,1/1/2013
1153,2014,Outubro,Bahia,2.763,1/1/2014
1154,2015,Outubro,Bahia,4.989,1/1/2015
1155,2016,Outubro,Bahia,1.415,1/1/2016
1156,2017,Outubro,Bahia,4.005,1/1/2017
1157,1998,Novembro,Bahia,49,1/1/1998
1158,1999,Novembro,Bahia,49,1/1/1999
1159,2000,Novembro,Bahia,114,1/1/2000
1160,2001,Novembro,Bahia,699,1/1/2001
1161,2002,Novembro,Bahia,1.02,1/1/2002
1162,2003,Novembro,Bahia,533,1/1/2003
1163,2004,Novembro,Bahia,1.736,1/1/2004
1164,2005,Novembro,Bahia,1.595,1/1/2005
1165,2006,Novembro,Bahia,239,1/1/2006
1166,2007,Novembro,Bahia,2.126,1/1/2007
1167,2008,Novembro,Bahia,3.175,1/1/2008
1168,2009,Novembro,Bahia,402,1/1/2009
