,ano,mes,estado,numero,encontro
4818,2015,Fevereiro,Rio,41,1/1/2015
4819,2016,Fevereiro,Rio,55,1/1/2016
4820,2017,Fevereiro,Rio,31,1/1/2017
4821,1998,Março,Rio,0,1/1/1998
4822,1999,Março,Rio,38,1/1/1999
4823,2000,Março,Rio,51,1/1/2000
4824,2001,Março,Rio,11,1/1/2001
4825,2002,Março,Rio,26,1/1/2002
4826,2003,Março,Rio,27,1/1/2003
4827,2004,Março,Rio,149,1/1/2004
4828,2005,Março,Rio,153,1/1/2005
4829,2006,Março,Rio,76,1/1/2006
4830,2007,Março,Rio,,1/1/2007
4831,2008,Março,Rio,38,1/1/2008
4832,2009,Março,Rio,41,1/1/2009
4833,2010,Março,Rio,21,1/1/2010
4834,2011,Março,Rio,31,1/1/2011
4835,2012,Março,Rio,50,1/1/2012
4836,2013,Março,Rio,44,1/1/2013
4837,2014,Março,Rio,58,1/1/2014
4838,2015,Março,Rio,108,1/1/2015
4839,2016,Março,Rio,30,1/1/2016
4840,2017,Março,Rio,34,1/1/2017
4841,1998,Abril,Rio,0,1/1/1998
4842,1999,Abril,Rio,12,1/1/1999
4843,2000,Abril,Rio,1,1/1/2000
4844,2001,Abril,Rio,3,1/1/2001
4845,2002,Abril,Rio,6,1/1/2002
4846,2003,Abril,Rio,30,1/1/2003
4847,2004,Abril,Rio,98,1/1/2004
4848,2005,Abril,Rio,14,1/1/2005
4849,2006,Abril,Rio,59,1/1/2006
4850,2007,Abril,Rio,4,1/1/2007
4851,2008,Abril,Rio,110,1/1/2008
4852,2009,Abril,Rio,145,1/1/2009
4853,2010,Abril,Rio,72,1/1/2010
4854,2011,Abril,Rio,41,1/1/2011
4855,2012,Abril,Rio,41,1/1/2012
4856,2013,Abril,Rio,47,1/1/2013
4857,2014,Abril,Rio,60,1/1/2014
4858,2015,Abril,Rio,175,1/1/2015
4859,2016,Abril,Rio,32,1/1/2016
4860,2017,Abril,Rio,51,1/1/2017
4861,1998,Maio,Rio,0,1/1/1998
4862,1999,Maio,Rio,13,1/1/1999
4863,2000,Maio,Rio,4,1/1/2000
4864,2001,Maio,Rio,4,1/1/2001
4865,2002,Maio,Rio,7,1/1/2002
4866,2003,Maio,Rio,18,1/1/2003
4867,2004,Maio,Rio,4,1/1/2004
4868,2005,Maio,Rio,24,1/1/2005
4869,2006,Maio,Rio,24,1/1/2006
4870,2007,Maio,Rio,3,1/1/2007
4871,2008,Maio,Rio,20,1/1/2008
4872,2009,Maio,Rio,177,1/1/2009
4873,2010,Maio,Rio,9,1/1/2010
4874,2011,Maio,Rio,20,1/1/2011
4875,2012,Maio,Rio,112,1/1/2012
4876,2013,Maio,Rio,14,1/1/2013
4877,2014,Maio,Rio,63,1/1/2014
4878,2015,Maio,Rio,169,1/1/2015
4879,2016,Maio,Rio,37,1/1/2016
4880,2017,Maio,Rio,43,1/1/2017
4881,1998,Junho,Rio,0,1/1/1998
4882,1999,Junho,Rio,9,1/1/1999
4883,2000,Junho,Rio,0,1/1/2000
4884,2001,Junho,Rio,1,1/1/2001
4885,2002,Junho,Rio,4,1/1/2002
4886,2003,Junho,Rio,14,1/1/2003
4887,2004,Junho,Rio,52,1/1/2004
4888,2005,Junho,Rio,50,1/1/2005
4889,2006,Junho,Rio,7,1/1/2006
4890,2007,Junho,Rio,10,1/1/2007
4891,2008,Junho,Rio,16,1/1/2008
4892,2009,Junho,Rio,30,1/1/2009
4893,2010,Junho,Rio,4,1/1/2010
4894,2011,Junho,Rio,12,1/1/2011
4895,2012,Junho,Rio,86,1/1/2012
4896,2013,Junho,Rio,10,1/1/2013
4897,2014,Junho,Rio,62,1/1/2014
4898,2015,Junho,Rio,68,1/1/2015
4899,2016,Junho,Rio,261,1/1/2016
4900,2017,Junho,Rio,103,1/1/2017
4901,1998,Julho,Rio,0,1/1/1998
4902,1999,Julho,Rio,10,1/1/1999
4903,2000,Julho,Rio,6,1/1/2000
4904,2001,Julho,Rio,6,1/1/2001
4905,2002,Julho,Rio,93,1/1/2002
4906,2003,Julho,Rio,55,1/1/2003
4907,2004,Julho,Rio,156,1/1/2004
4908,2005,Julho,Rio,47,1/1/2005
4909,2006,Julho,Rio,45,1/1/2006
4910,2007,Julho,Rio,7,1/1/2007
4911,2008,Julho,Rio,25,1/1/2008
4912,2009,Julho,Rio,47,1/1/2009
4913,2010,Julho,Rio,34,1/1/2010
4914,2011,Julho,Rio,45,1/1/2011
4915,2012,Julho,Rio,134,1/1/2012
4916,2013,Julho,Rio,42,1/1/2013
4917,2014,Julho,Rio,209,1/1/2014
4918,2015,Julho,Rio,60,1/1/2015
4919,2016,Julho,Rio,865,1/1/2016
4920,2017,Julho,Rio,885,1/1/2017
4921,1998,Agosto,Rio,9,1/1/1998
4922,1999,Agosto,Rio,24,1/1/1999
4923,2000,Agosto,Rio,18,1/1/2000
4924,2001,Agosto,Rio,36,1/1/2001
4925,2002,Agosto,Rio,824,1/1/2002
4926,2003,Agosto,Rio,1.419,1/1/2003
4927,2004,Agosto,Rio,403,1/1/2004
4928,2005,Agosto,Rio,120,1/1/2005
4929,2006,Agosto,Rio,642,1/1/2006
4930,2007,Agosto,Rio,258,1/1/2007
4931,2008,Agosto,Rio,56,1/1/2008
4932,2009,Agosto,Rio,1.057,1/1/2009
4933,2010,Agosto,Rio,267,1/1/2010
4934,2011,Agosto,Rio,116,1/1/2011
4935,2012,Agosto,Rio,410,1/1/2012
4936,2013,Agosto,Rio,156,1/1/2013
4937,2014,Agosto,Rio,1.168,1/1/2014
4938,2015,Agosto,Rio,414,1/1/2015
4939,2016,Agosto,Rio,1.111,1/1/2016
4940,2017,Agosto,Rio,819,1/1/2017
4941,1998,Setembro,Rio,60,1/1/1998
4942,1999,Setembro,Rio,19,1/1/1999
4943,2000,Setembro,Rio,27,1/1/2000
4944,2001,Setembro,Rio,2,1/1/2001
4945,2002,Setembro,Rio,226,1/1/2002
4946,2003,Setembro,Rio,828,1/1/2003
4947,2004,Setembro,Rio,431,1/1/2004
4948,2005,Setembro,Rio,189,1/1/2005
4949,2006,Setembro,Rio,444,1/1/2006
4950,2007,Setembro,Rio,573,1/1/2007
4951,2008,Setembro,Rio,97,1/1/2008
4952,2009,Setembro,Rio,39,1/1/2009
4953,2010,Setembro,Rio,250,1/1/2010
4954,2011,Setembro,Rio,449,1/1/2011
4955,2012,Setembro,Rio,113,1/1/2012
4956,2013,Setembro,Rio,290,1/1/2013
4957,2014,Setembro,Rio,224,1/1/2014
4958,2015,Setembro,Rio,222,1/1/2015
4959,2016,Setembro,Rio,628,1/1/2016
4960,2017,Setembro,Rio,343,1/1/2017
4961,1998,Outubro,Rio,,1/1/1998
4962,1999,Outubro,Rio,56,1/1/1999
4963,2000,Outubro,Rio,10,1/1/2000
4964,2001,Outubro,Rio,13,1/1/2001
4965,2002,Outubro,Rio,10,1/1/2002
4966,2003,Outubro,Rio,360,1/1/2003
4967,2004,Outubro,Rio,680,1/1/2004
4968,2005,Outubro,Rio,83,1/1/2005
4969,2006,Outubro,Rio,160,1/1/2006
4970,2007,Outubro,Rio,21,1/1/2007
4971,2008,Outubro,Rio,135,1/1/2008
4972,2009,Outubro,Rio,148,1/1/2009
4973,2010,Outubro,Rio,95,1/1/2010
4974,2011,Outubro,Rio,74,1/1/2011
4975,2012,Outubro,Rio,91,1/1/2012
4976,2013,Outubro,Rio,104,1/1/2013
4977,2014,Outubro,Rio,110,1/1/2014
4978,2015,Outubro,Rio,70,1/1/2015
4979,2016,Outubro,Rio,93,1/1/2016
4980,2017,Outubro,Rio,101,1/1/2017
4981,1998,Novembro,Rio,28,1/1/1998
4982,1999,Novembro,Rio,103,1/1/1999
4983,2000,Novembro,Rio,18,1/1/2000
4984,2001,Novembro,Rio,49,1/1/2001
4985,2002,Novembro,Rio,117,1/1/2002
4986,2003,Novembro,Rio,121,1/1/2003
4987,2004,Novembro,Rio,161,1/1/2004
4988,2005,Novembro,Rio,227,1/1/2005
4989,2006,Novembro,Rio,27,1/1/2006
4990,2007,Novembro,Rio,13,1/1/2007
4991,2008,Novembro,Rio,14,1/1/2008
4992,2009,Novembro,Rio,4,1/1/2009
4993,2010,Novembro,Rio,90,1/1/2010
4994,2011,Novembro,Rio,117,1/1/2011
4995,2012,Novembro,Rio,74,1/1/2012
4996,2013,Novembro,Rio,110,1/1/2013
4997,2014,Novembro,Rio,68,1/1/2014
4998,2015,Novembro,Rio,30,1/1/2015
4999,2016,Novembro,Rio,105,1/1/2016
5000,2017,Novembro,Rio,137,1/1/2017
5001,1998,Dezembro,Rio,605,1/1/1998
5002,1999,Dezembro,Rio,1.11,1/1/1999
5003,2000,Dezembro,Rio,80,1/1/2000
5004,2001,Dezembro,Rio,80,1/1/2001
5005,2002,Dezembro,Rio,45,1/1/2002
5006,2003,Dezembro,Rio,98,1/1/2003
5007,2004,Dezembro,Rio,99,1/1/2004
5008,2005,Dezembro,Rio,35,1/1/2005
5009,2006,Dezembro,Rio,15,1/1/2006
5010,2007,Dezembro,Rio,25,1/1/2007
5011,2008,Dezembro,Rio,32,1/1/2008
5012,2009,Dezembro,Rio,15,1/1/2009
5013,2010,Dezembro,Rio,103,1/1/2010
5014,2011,Dezembro,Rio,69,1/1/2011
5015,2012,Dezembro,Rio,38,1/1/2012
5016,2013,Dezembro,Rio,62,1/1/2013
5017,2014,Dezembro,Rio,31,1/1/2014
5018,2015,Dezembro,Rio,42,1/1/2015
5019,2016,Dezembro,Rio,79,1/1/2016
5020,1998,Janeiro,rondonia,0,1/1/1998
5021,1999,Janeiro,rondonia,1,1/1/1999
5022,2000,Janeiro,rondonia,0,1/1/2000
5023,2001,Janeiro,rondonia,0,1/1/2001
5024,2002,Janeiro,rondonia,6,1/1/2002
5025,2003,Janeiro,rondonia,62,1/1/2003
5026,2004,Janeiro,rondonia,30,1/1/2004
5027,2005,Janeiro,rondonia,99,1/1/2005
5028,2006,Janeiro,rondonia,16,1/1/2006
5029,2007,Janeiro,rondonia,33,1/1/2007
5030,2008,Janeiro,rondonia,4,1/1/2008
5031,2009,Janeiro,rondonia,17,1/1/2009
5032,2010,Janeiro,rondonia,18,1/1/2010
5033,2011,Janeiro,rondonia,1,1/1/2011
5034,2012,Janeiro,rondonia,2,1/1/2012
5035,2013,Janeiro,rondonia,7,1/1/2013
5036,2014,Janeiro,rondonia,12,1/1/2014
5037,2015,Janeiro,rondonia,30,1/1/2015
5038,2016,Janeiro,rondonia,93,1/1/2016
5039,2017,Janeiro,rondonia,44,1/1/2017
5040,1998,Fevereiro,rondonia,0,1/1/1998
5041,1999,Fevereiro,rondonia,1,1/1/1999
5042,2000,Fevereiro,rondonia,6,1/1/2000
5043,2001,Fevereiro,rondonia,2,1/1/2001
5044,2002,Fevereiro,rondonia,8,1/1/2002
5045,2003,Fevereiro,rondonia,10,1/1/2003
5046,2004,Fevereiro,rondonia,12,1/1/2004
5047,2005,Fevereiro,rondonia,42,1/1/2005
5048,2006,Fevereiro,rondonia,17,1/1/2006
5049,2007,Fevereiro,rondonia,8,1/1/2007
5050,2008,Fevereiro,rondonia,7,1/1/2008
5051,2009,Fevereiro,rondonia,1,1/1/2009
5052,2010,Fevereiro,rondonia,9,1/1/2010
5053,2011,Fevereiro,rondonia,2,1/1/2011
5054,2012,Fevereiro,rondonia,9,1/1/2012
5055,2013,Fevereiro,rondonia,8,1/1/2013
5056,2014,Fevereiro,rondonia,5,1/1/2014
5057,2015,Fevereiro,rondonia,22,1/1/2015
5058,2016,Fevereiro,rondonia,88,1/1/2016
5059,2017,Fevereiro,rondonia,10,1/1/2017
5060,1998,Março,rondonia,0,1/1/1998
5061,1999,Março,rondonia,8,1/1/1999
5062,2000,Março,rondonia,9,1/1/2000
5063,2001,Março,rondonia,0,1/1/2001
5064,2002,Março,rondonia,1,1/1/2002
5065,2003,Março,rondonia,13,1/1/2003
5066,2004,Março,rondonia,20,1/1/2004
5067,2005,Março,rondonia,17,1/1/2005
5068,2006,Março,rondonia,15,1/1/2006
5069,2007,Março,rondonia,20,1/1/2007
5070,2008,Março,rondonia,2,1/1/2008
5071,2009,Março,rondonia,12,1/1/2009
5072,2010,Março,rondonia,11,1/1/2010
5073,2011,Março,rondonia,6,1/1/2011
5074,2012,Março,rondonia,6,1/1/2012
5075,2013,Março,rondonia,23,1/1/2013
5076,2014,Março,rondonia,13,1/1/2014
5077,2015,Março,rondonia,15,1/1/2015
5078,2016,Março,rondonia,25,1/1/2016
5079,2017,Março,rondonia,21,1/1/2017
5080,1998,Abril,rondonia,0,1/1/1998
5081,1999,Abril,rondonia,3,1/1/1999
5082,2000,Abril,rondonia,0,1/1/2000
5083,2001,Abril,rondonia,0,1/1/2001
5084,2002,Abril,rondonia,3,1/1/2002
5085,2003,Abril,rondonia,10,1/1/2003
5086,2004,Abril,rondonia,14,1/1/2004
5087,2005,Abril,rondonia,7,1/1/2005
5088,2006,Abril,rondonia,0,1/1/2006
5089,2007,Abril,rondonia,0,1/1/2007
5090,2008,Abril,rondonia,8,1/1/2008
5091,2009,Abril,rondonia,3,1/1/2009
5092,2010,Abril,rondonia,19,1/1/2010
5093,2011,Abril,rondonia,,1/1/2011
5094,2012,Abril,rondonia,12,1/1/2012
5095,2013,Abril,rondonia,9,1/1/2013
5096,2014,Abril,rondonia,15,1/1/2014
5097,2015,Abril,rondonia,15,1/1/2015
5098,2016,Abril,rondonia,59,1/1/2016
5099,2017,Abril,rondonia,19,1/1/2017
5100,1998,Maio,rondonia,0,1/1/1998
5101,1999,Maio,rondonia,3,1/1/1999
5102,2000,Maio,rondonia,13,1/1/2000
5103,2001,Maio,rondonia,5,1/1/2001
5104,2002,Maio,rondonia,10,1/1/2002
5105,2003,Maio,rondonia,21,1/1/2003
5106,2004,Maio,rondonia,,1/1/2004
5107,2005,Maio,rondonia,38,1/1/2005
5108,2006,Maio,rondonia,7,1/1/2006
5109,2007,Maio,rondonia,4,1/1/2007
5110,2008,Maio,rondonia,1,1/1/2008
5111,2009,Maio,rondonia,6,1/1/2009
5112,2010,Maio,rondonia,41,1/1/2010
5113,2011,Maio,rondonia,54,1/1/2011
5114,2012,Maio,rondonia,22,1/1/2012
5115,2013,Maio,rondonia,9,1/1/2013
5116,2014,Maio,rondonia,28,1/1/2014
5117,2015,Maio,rondonia,13,1/1/2015
5118,2016,Maio,rondonia,44,1/1/2016
5119,2017,Maio,rondonia,31,1/1/2017
5120,1998,Junho,rondonia,26,1/1/1998
5121,1999,Junho,rondonia,10,1/1/1999
5122,2000,Junho,rondonia,54,1/1/2000
5123,2001,Junho,rondonia,31,1/1/2001
5124,2002,Junho,rondonia,141,1/1/2002
5125,2003,Junho,rondonia,74,1/1/2003
5126,2004,Junho,rondonia,151,1/1/2004
5127,2005,Junho,rondonia,153,1/1/2005
5128,2006,Junho,rondonia,40,1/1/2006
5129,2007,Junho,rondonia,71,1/1/2007
5130,2008,Junho,rondonia,11,1/1/2008
5131,2009,Junho,rondonia,13,1/1/2009
5132,2010,Junho,rondonia,,1/1/2010
5133,2011,Junho,rondonia,130,1/1/2011
5134,2012,Junho,rondonia,32,1/1/2012
5135,2013,Junho,rondonia,22,1/1/2013
5136,2014,Junho,rondonia,92,1/1/2014
5137,2015,Junho,rondonia,119,1/1/2015
5138,2016,Junho,rondonia,170,1/1/2016
5139,2017,Junho,rondonia,192,1/1/2017
5140,1998,Julho,rondonia,365,1/1/1998
5141,1999,Julho,rondonia,135,1/1/1999
5142,2000,Julho,rondonia,117,1/1/2000
5143,2001,Julho,rondonia,74,1/1/2001
5144,2002,Julho,rondonia,539,1/1/2002
5145,2003,Julho,rondonia,516,1/1/2003
5146,2004,Julho,rondonia,1.233,1/1/2004
5147,2005,Julho,rondonia,798,1/1/2005
5148,2006,Julho,rondonia,314,1/1/2006
5149,2007,Julho,rondonia,187,1/1/2007
5150,2008,Julho,rondonia,138,1/1/2008
5151,2009,Julho,rondonia,110,1/1/2009
5152,2010,Julho,rondonia,747,1/1/2010
5153,2011,Julho,rondonia,293,1/1/2011
5154,2012,Julho,rondonia,205,1/1/2012
5155,2013,Julho,rondonia,117,1/1/2013
5156,2014,Julho,rondonia,192,1/1/2014
5157,2015,Julho,rondonia,423,1/1/2015
5158,2016,Julho,rondonia,969,1/1/2016
5159,2017,Julho,rondonia,1.28,1/1/2017
5160,1998,Agosto,rondonia,2.254,1/1/1998
5161,1999,Agosto,rondonia,1.976,1/1/1999
5162,2000,Agosto,rondonia,2.197,1/1/2000
5163,2001,Agosto,rondonia,2.132,1/1/2001
5164,2002,Agosto,rondonia,3.465,1/1/2002
5165,2003,Agosto,rondonia,7.06,1/1/2003
5166,2004,Agosto,rondonia,6.893,1/1/2004
5167,2005,Agosto,rondonia,6.672,1/1/2005
5168,2006,Agosto,rondonia,3.124,1/1/2006
5169,2007,Agosto,rondonia,4.786,1/1/2007
5170,2008,Agosto,rondonia,1.251,1/1/2008
5171,2009,Agosto,rondonia,484,1/1/2009
5172,2010,Agosto,rondonia,4.388,1/1/2010
5173,2011,Agosto,rondonia,1.161,1/1/2011
5174,2012,Agosto,rondonia,2.209,1/1/2012
5175,2013,Agosto,rondonia,885,1/1/2013
5176,2014,Agosto,rondonia,3.038,1/1/2014
5177,2015,Agosto,rondonia,3.762,1/1/2015
5178,2016,Agosto,rondonia,3.675,1/1/2016
5179,2017,Agosto,rondonia,4.287,1/1/2017
5180,1998,Setembro,rondonia,3.753,1/1/1998
5181,1999,Setembro,rondonia,3.062,1/1/1999
5182,2000,Setembro,rondonia,2.438,1/1/2000
5183,2001,Setembro,rondonia,1.927,1/1/2001
5184,2002,Setembro,rondonia,7.067,1/1/2002
5185,2003,Setembro,rondonia,6.89,1/1/2003
5186,2004,Setembro,rondonia,13.05,1/1/2004
5187,2005,Setembro,rondonia,13.972,1/1/2005
5188,2006,Setembro,rondonia,9.92,1/1/2006
5189,2007,Setembro,rondonia,6.832,1/1/2007
5190,2008,Setembro,rondonia,3.726,1/1/2008
5191,2009,Setembro,rondonia,1.869,1/1/2009
5192,2010,Setembro,rondonia,4.893,1/1/2010
5193,2011,Setembro,rondonia,1.782,1/1/2011
5194,2012,Setembro,rondonia,2.471,1/1/2012
5195,2013,Setembro,rondonia,1.776,1/1/2013
5196,2014,Setembro,rondonia,2.8,1/1/2014
5197,2015,Setembro,rondonia,6.129,1/1/2015
5198,2016,Setembro,rondonia,4.208,1/1/2016
5199,2017,Setembro,rondonia,5.638,1/1/2017
5200,1998,Outubro,rondonia,483,1/1/1998
5201,1999,Outubro,rondonia,1.884,1/1/1999
5202,2000,Outubro,rondonia,644,1/1/2000
5203,2001,Outubro,rondonia,796,1/1/2001
5204,2002,Outubro,rondonia,3.554,1/1/2002
5205,2003,Outubro,rondonia,4.962,1/1/2003
5206,2004,Outubro,rondonia,3.094,1/1/2004
5207,2005,Outubro,rondonia,2.559,1/1/2005
5208,2006,Outubro,rondonia,1.148,1/1/2006
5209,2007,Outubro,rondonia,2.023,1/1/2007
5210,2008,Outubro,rondonia,1.482,1/1/2008
5211,2009,Outubro,rondonia,1.444,1/1/2009
5212,2010,Outubro,rondonia,1.307,1/1/2010
5213,2011,Outubro,rondonia,822,1/1/2011
5214,2012,Outubro,rondonia,1.229,1/1/2012
5215,2013,Outubro,rondonia,555,1/1/2013
5216,2014,Outubro,rondonia,1.063,1/1/2014
5217,2015,Outubro,rondonia,2.598,1/1/2015
5218,2016,Outubro,rondonia,1.844,1/1/2016
5219,2017,Outubro,rondonia,2.19,1/1/2017
5220,1998,Novembro,rondonia,3,1/1/1998
5221,1999,Novembro,rondonia,41,1/1/1999
5222,2000,Novembro,rondonia,13,1/1/2000
5223,2001,Novembro,rondonia,91,1/1/2001
5224,2002,Novembro,rondonia,,1/1/2002
5225,2003,Novembro,rondonia,526,1/1/2003
5226,2004,Novembro,rondonia,452,1/1/2004
5227,2005,Novembro,rondonia,465,1/1/2005
5228,2006,Novembro,rondonia,253,1/1/2006
5229,2007,Novembro,rondonia,53,1/1/2007
5230,2008,Novembro,rondonia,78,1/1/2008
5231,2009,Novembro,rondonia,128,1/1/2009
5232,2010,Novembro,rondonia,238,1/1/2010
5233,2011,Novembro,rondonia,245,1/1/2011
5234,2012,Novembro,rondonia,174,1/1/2012
5235,2013,Novembro,rondonia,108,1/1/2013
5236,2014,Novembro,rondonia,,1/1/2014
5237,2015,Novembro,rondonia,1.002,1/1/2015
5238,2016,Novembro,rondonia,401,1/1/2016
5239,2017,Novembro,rondonia,372,1/1/2017
5240,1998,Dezembro,rondonia,33,1/1/1998
5241,1999,Dezembro,rondonia,0,1/1/1999
5242,2000,Dezembro,rondonia,7,1/1/2000
5243,2001,Dezembro,rondonia,1,1/1/2001
5244,2002,Dezembro,rondonia,91,1/1/2002
5245,2003,Dezembro,rondonia,214,1/1/2003
5246,2004,Dezembro,rondonia,208,1/1/2004
5247,2005,Dezembro,rondonia,36,1/1/2005
5248,2006,Dezembro,rondonia,4,1/1/2006
5249,2007,Dezembro,rondonia,6,1/1/2007
5250,2008,Dezembro,rondonia,2,1/1/2008
5251,2009,Dezembro,rondonia,9,1/1/2009
5252,2010,Dezembro,rondonia,158,1/1/2010
5253,2011,Dezembro,rondonia,37,1/1/2011
5254,2012,Dezembro,rondonia,50,1/1/2012
5255,2013,Dezembro,rondonia,143,1/1/2013
5256,2014,Dezembro,rondonia,,1/1/2014
5257,2015,Dezembro,rondonia,282,1/1/2015
5258,2016,Dezembro,rondonia,148,1/1/2016
5259,1998,Janeiro,Roraima,0,1/1/1998
5260,1999,Janeiro,Roraima,15,1/1/1999
5261,2000,Janeiro,Roraima,18,1/1/2000
5262,2001,Janeiro,Roraima,101,1/1/2001
5263,2002,Janeiro,Roraima,302,1/1/2002
5264,2003,Janeiro,Roraima,547,1/1/2003
5265,2004,Janeiro,Roraima,355,1/1/2004
5266,2005,Janeiro,Roraima,106,1/1/2005
5267,2006,Janeiro,Roraima,70,1/1/2006
5268,2007,Janeiro,Roraima,194,1/1/2007
5269,2008,Janeiro,Roraima,245,1/1/2008
5270,2009,Janeiro,Roraima,45,1/1/2009
5271,2010,Janeiro,Roraima,351,1/1/2010
5272,2011,Janeiro,Roraima,225,1/1/2011
5273,2012,Janeiro,Roraima,217,1/1/2012
5274,2013,Janeiro,Roraima,397,1/1/2013
5275,2014,Janeiro,Roraima,355,1/1/2014
5276,2015,Janeiro,Roraima,330,1/1/2015
5277,2016,Janeiro,Roraima,1.754,1/1/2016
5278,2017,Janeiro,Roraima,108,1/1/2017
5279,1998,Fevereiro,Roraima,0,1/1/1998
5280,1999,Fevereiro,Roraima,20,1/1/1999
5281,2000,Fevereiro,Roraima,57,1/1/2000
5282,2001,Fevereiro,Roraima,646,1/1/2001
5283,2002,Fevereiro,Roraima,476,1/1/2002
5284,2003,Fevereiro,Roraima,767,1/1/2003
5285,2004,Fevereiro,Roraima,259,1/1/2004
5286,2005,Fevereiro,Roraima,105,1/1/2005
5287,2006,Fevereiro,Roraima,283,1/1/2006
5288,2007,Fevereiro,Roraima,796,1/1/2007
5289,2008,Fevereiro,Roraima,138,1/1/2008
5290,2009,Fevereiro,Roraima,153,1/1/2009
5291,2010,Fevereiro,Roraima,,1/1/2010
5292,2011,Fevereiro,Roraima,112,1/1/2011
5293,2012,Fevereiro,Roraima,130,1/1/2012
5294,2013,Fevereiro,Roraima,62,1/1/2013
5295,2014,Fevereiro,Roraima,226,1/1/2014
5296,2015,Fevereiro,Roraima,418,1/1/2015
5297,2016,Fevereiro,Roraima,171,1/1/2016
5298,2017,Fevereiro,Roraima,129,1/1/2017
5299,1998,Março,Roraima,0,1/1/1998
5300,1999,Março,Roraima,98,1/1/1999
5301,2000,Março,Roraima,125,1/1/2000
5302,2001,Março,Roraima,1.108,1/1/2001
5303,2002,Março,Roraima,820,1/1/2002
5304,2003,Março,Roraima,1.131,1/1/2003
5305,2004,Março,Roraima,276,1/1/2004
5306,2005,Março,Roraima,244,1/1/2005
5307,2006,Março,Roraima,385,1/1/2006
5308,2007,Março,Roraima,665,1/1/2007
5309,2008,Março,Roraima,422,1/1/2008
5310,2009,Março,Roraima,176,1/1/2009
5311,2010,Março,Roraima,417,1/1/2010
5312,2011,Março,Roraima,91,1/1/2011
5313,2012,Março,Roraima,99,1/1/2012
5314,2013,Março,Roraima,179,1/1/2013
5315,2014,Março,Roraima,494,1/1/2014
5316,2015,Março,Roraima,163,1/1/2015
5317,2016,Março,Roraima,1.081,1/1/2016
5318,2017,Março,Roraima,216,1/1/2017
5319,1998,Abril,Roraima,0,1/1/1998
5320,1999,Abril,Roraima,16,1/1/1999
5321,2000,Abril,Roraima,0,1/1/2000
5322,2001,Abril,Roraima,380,1/1/2001
5323,2002,Abril,Roraima,,1/1/2002
5324,2003,Abril,Roraima,268,1/1/2003
5325,2004,Abril,Roraima,182,1/1/2004
5326,2005,Abril,Roraima,22,1/1/2005
5327,2006,Abril,Roraima,201,1/1/2006
5328,2007,Abril,Roraima,58,1/1/2007
5329,2008,Abril,Roraima,175,1/1/2008
5330,2009,Abril,Roraima,115,1/1/2009
5331,2010,Abril,Roraima,15,1/1/2010
5332,2011,Abril,Roraima,108,1/1/2011
5333,2012,Abril,Roraima,25,1/1/2012
5334,2013,Abril,Roraima,87,1/1/2013
5335,2014,Abril,Roraima,162,1/1/2014
5336,2015,Abril,Roraima,278,1/1/2015
5337,2016,Abril,Roraima,126,1/1/2016
5338,2017,Abril,Roraima,51,1/1/2017
5339,1998,Maio,Roraima,0,1/1/1998
5340,1999,Maio,Roraima,0,1/1/1999
5341,2000,Maio,Roraima,7,1/1/2000
5342,2001,Maio,Roraima,9,1/1/2001
5343,2002,Maio,Roraima,0,1/1/2002
5344,2003,Maio,Roraima,0,1/1/2003
5345,2004,Maio,Roraima,2,1/1/2004
5346,2005,Maio,Roraima,1,1/1/2005
5347,2006,Maio,Roraima,0,1/1/2006
5348,2007,Maio,Roraima,0,1/1/2007
5349,2008,Maio,Roraima,8,1/1/2008
5350,2009,Maio,Roraima,219,1/1/2009
5351,2010,Maio,Roraima,3,1/1/2010
5352,2011,Maio,Roraima,4,1/1/2011
5353,2012,Maio,Roraima,18,1/1/2012
5354,2013,Maio,Roraima,4,1/1/2013
5355,2014,Maio,Roraima,58,1/1/2014
5356,2015,Maio,Roraima,12,1/1/2015
5357,2016,Maio,Roraima,22,1/1/2016
5358,2017,Maio,Roraima,29,1/1/2017
5359,1998,Junho,Roraima,,1/1/1998
5360,1999,Junho,Roraima,3,1/1/1999
5361,2000,Junho,Roraima,0,1/1/2000
5362,2001,Junho,Roraima,1,1/1/2001
5363,2002,Junho,Roraima,0,1/1/2002
5364,2003,Junho,Roraima,0,1/1/2003
5365,2004,Junho,Roraima,6,1/1/2004
5366,2005,Junho,Roraima,5,1/1/2005
5367,2006,Junho,Roraima,0,1/1/2006
5368,2007,Junho,Roraima,1,1/1/2007
5369,2008,Junho,Roraima,0,1/1/2008
5370,2009,Junho,Roraima,16,1/1/2009
5371,2010,Junho,Roraima,0,1/1/2010
5372,2011,Junho,Roraima,6,1/1/2011
5373,2012,Junho,Roraima,22,1/1/2012
5374,2013,Junho,Roraima,6,1/1/2013
5375,2014,Junho,Roraima,4,1/1/2014
5376,2015,Junho,Roraima,3,1/1/2015
5377,2016,Junho,Roraima,7,1/1/2016
5378,2017,Junho,Roraima,4,1/1/2017
5379,1998,Julho,Roraima,1,1/1/1998
5380,1999,Julho,Roraima,4,1/1/1999
5381,2000,Julho,Roraima,0,1/1/2000
5382,2001,Julho,Roraima,1,1/1/2001
5383,2002,Julho,Roraima,7,1/1/2002
5384,2003,Julho,Roraima,0,1/1/2003
5385,2004,Julho,Roraima,2,1/1/2004
5386,2005,Julho,Roraima,2,1/1/2005
5387,2006,Julho,Roraima,0,1/1/2006
